Name,Episode,Sentence
608d2a5d28b7269738c3ed1a,608d286e28b7269738c3ed0a,Aye.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,"All right, let's get it all to the forges."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,My lord. My lady.
608d2a5d28b7269738c3ed1c,608d286e28b7269738c3ed0a,My lady.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,The Lady of Winterfell. Has a nice ring to it.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,"So does Hand of the Queen. Depending on the queen, I suppose."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,Last time we spoke was at Joffrey's wedding. Miserable affair.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,It had its moments.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,Apologies for leaving like that.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,"Yes, it was a bit hard to explain why my wife fled moments after the king's murder."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,We both survived.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,Many underestimated you. Most of them are dead now.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,"I'm sure you weren't thrilled to hear the Lannister army's marching north. You have every right to be fearful of my sister. No one fears her more than I do. But I promise, you'll be safe-"
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,Cersei told you her army was coming north to fight for you?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,She did.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,And you believed her?
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,She has something to live for now. I believe she wants to survive.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,I used to think you were the cleverest man alive.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,You used to be taller.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,How did you sneak up on me?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,How did you survive a knife through the heart?
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,I didn't.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,You still have it.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Needle.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Have you ever used it?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Once or twice.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Valyrian steel.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Jealous?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Too heavy for me.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Where were you before? I couldo ve used your help with Sansa.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,"She doesn't like your queen, does she?"
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Sansa thinks she's smarter than everyone.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,She's the smartest person I've ever met.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Now you're defending her?
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,You?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,I'm defending our family. So is she.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Yeah. I'm her family too.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Don't forget that.
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,"Your Grace, I'm afraid I bring terrible news. The dead have broken through the Wall."
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,Good.
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,Why don't you just get it over with and kill me?
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,But we're family. The last Greyjoys left in the world. The last ones with balls anyway.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,If I kill you who can I talk to? Hmm?
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,I've got a crew full of mutes. It gets lonely at sea.
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,Are we in King's Landing?
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Mm.
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,You picked the losing side.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Then I'll sail the Iron Fleet somewhere else.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,But first I'm gonna fuck the queen.
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,"Twenty-thousand men, is it?"
608d2a5d28b7269738c3ed22,608d286e28b7269738c3ed0a,"Yes, Your Grace. A few died in transit."
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,They cheated at dice. Or maybe I cheated. Someone cheated. They weren't good fighters. You won't miss them.
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,Horses?
608d2a5d28b7269738c3ed22,608d286e28b7269738c3ed0a,Two thousand.
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,And elephants?
608d2a5d28b7269738c3ed22,608d286e28b7269738c3ed0a,"Uh, no elephants, Your Grace."
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,That's disappointing. I was told the Golden Company had elephants.
608d2a5d28b7269738c3ed22,608d286e28b7269738c3ed0a,"They are excellent beasts, Your Grace, but not well-suited to long sea voyages."
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,"In any event, you are most welcome here in King's Landing, Captain Strickland."
608d2a5d28b7269738c3ed22,608d286e28b7269738c3ed0a,"We look forward to fighting on your behalf, Your Grace."
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Am I most welcome here?
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,You are a true friend of the crown and an honored guest.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Good. As a true friend and an honored guest
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,I was hoping we could talk in private.
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,After the war. That was our agreement.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Wars sometimes last years.
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,"You want a whore, buy one. You want a queen, earn her."
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,How?
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,"I've given her justice, an army, and the Iron Fleet, yet she gives me no sign of affection. My heart is nearly broken."
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,You're insolent. I've executed men for less.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,They were lesser men.
608d2a5d28b7269738c3ed23,608d286e28b7269738c3ed0a,I hear the dragon burnt up a thousand Lannister men.
608d2a5d28b7269738c3ed24,608d286e28b7269738c3ed0a,Burnt up some of my favorite boys.
608d2a5d28b7269738c3ed23,608d286e28b7269738c3ed0a,"Archie, was it?"
608d2a5d28b7269738c3ed24,608d286e28b7269738c3ed0a,And William.
608d2a5d28b7269738c3ed23,608d286e28b7269738c3ed0a,Tall handsome William?
608d2a5d28b7269738c3ed24,608d286e28b7269738c3ed0a,"Yeah, tall handsome William."
608d2a5d28b7269738c3ed23,608d286e28b7269738c3ed0a,They said what's left of him could fit in a wine glass.
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,I am the only man you ever met who shot a dragon.
608d2a5d28b7269738c3ed24,608d286e28b7269738c3ed0a,Did you?
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,Nearly killed it.
608d2a5d28b7269738c3ed26,608d286e28b7269738c3ed0a,That's brave.
608d2a5d28b7269738c3ed24,608d286e28b7269738c3ed0a,That boy Eddie.
608d2a5d28b7269738c3ed23,608d286e28b7269738c3ed0a,The ginger?
608d2a5d28b7269738c3ed24,608d286e28b7269738c3ed0a,That's him. Came back with his face burnt right off. He's got no eyelids now.
608d2a5d28b7269738c3ed23,608d286e28b7269738c3ed0a,How does he sleep with no eyelids?
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,"All right, can we stop talking about the fucking dragons now?"
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,Ser Bronn of the Blackwater.
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,You're kidding me.
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,"Apologies for the interruption, but the queen did urge me to hurry."
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,"Sorry, ladies. Another time perhaps."
608d2a5d28b7269738c3ed24,608d286e28b7269738c3ed0a,You ever get lonely; I am partial to older gentlemen.
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,Poor girl. The pox will take her within the year.
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,Which girl?
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,The queen's brothers made promises to you and broke them. Her Grace wants to rectify their mistake.
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,"She once gave me a castle and a wife, then rectified me right out of them."
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,"That was Ser Jaime's doing, not hers. When Queen Cersei wants something, she pays in advance and in gold. Several chests of it, in fact. Waiting for you in a wagon just outside."
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,"So, she wants to murder someone, but she can't send her soldiers. If it's the Dragon Queen she's after-"
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,She has other plans for the Targaryen girl.
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,"Yeah, well, good luck with that."
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,Our queen's brothers are unlikely to survive their Northern adventures. But in the event that they do-
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,She has a keen sense of poetic justice.
608d2a5d28b7269738c3ed25,608d286e28b7269738c3ed0a,That fucking family.
608d2a5d28b7269738c3ed1e,608d286e28b7269738c3ed0a,"When the Citadel expelled me, I thought I would die poor and alone, but in exchange for my service, Queen Cersei made me her Hand. What would she do for the man who rids her of her treasonous brothers?"
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,I wanted those elephants.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,"So, how do I compare to the fat king?"
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,You're insulting my late husband?
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Are you offended?
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,"Robert had a different whore every night, but he still didn't know his way around a woman's body."
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,And the Kingslayer?
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,"You enjoy risking your neck, don't you?"
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Life is boring.
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,"You're not boring, I'll give you that."
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,Do I please the queen?
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,You might be the most arrogant man I've ever met. I like that.
608d2a5d28b7269738c3ed1f,608d286e28b7269738c3ed0a,But now I want to be alone.
608d2a5d28b7269738c3ed21,608d286e28b7269738c3ed0a,I'm going to put a prince in your belly.
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,"Euron can't defend the Iron Islands, not if he's in King's Landing with all his men and his ships."
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,We can take our home back.
608d2a5d28b7269738c3ed27,608d286e28b7269738c3ed0a,Daenerys went north.
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,Daenerys will need somewhere to retreat if they can't hold the North. Somewhere the dead can't go.
608d2a5d28b7269738c3ed27,608d286e28b7269738c3ed0a,You're my queen. I go where you command.
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,You want to go to Winterfell. To fight for the Starks. Go. What is dead may never die.
608d2a5d28b7269738c3ed27,608d286e28b7269738c3ed0a,What is dead may never die.
608d2a5d28b7269738c3ed20,608d286e28b7269738c3ed0a,But kill the bastards anyway.
608d2a5d28b7269738c3ed28,608d286e28b7269738c3ed0a,"Welcome back, my lady. If you'd follow me"
608d2a5d28b7269738c3ed11,608d286e28b7269738c3ed0a,The Karstarks.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,"One of the better sigils. Beats an onion, anyway."
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0a,Can't argue with that.
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0a,"Not so long ago, the Starks and the Karstarks were slaughtering each other on the battlefield. Jon Snow brought peace to the houses."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,And our queen is grateful.
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0a,"Her gratitude is lovely, but that's not my point. The Northmen are loyal to Jon Snow, not to her. They don't know her. The Free Folk don't know her. I've been up here a while, and I'm telling you, they're stubborn as goats. You want their loyalty, you have to earn it."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,I sense that you're leading to a proposal.
608d2a5d28b7269738c3ed29,608d286e28b7269738c3ed0a,"A proposal is what I'm proposing. On the off chance that we survive the Night King, what if the Seven Kingdoms, for once in their whole shit history, were ruled by a just woman and an honorable man?"
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,They do make a handsome couple.
608d2a5d28b7269738c3ed11,608d286e28b7269738c3ed0a,You overestimate our influence. Jon and Daenerys don't want to listen to lonely old men.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,I'm not that old.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,Not as old as him.
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,Our queen respects the wisdom of age.
608d2a5d28b7269738c3ed11,608d286e28b7269738c3ed0a,"Of course she does. Respect is how the young keep us at a distance, so we don't remind them of an unpleasant truth."
608d2a5d28b7269738c3ed10,608d286e28b7269738c3ed0a,What is that?
608d2a5d28b7269738c3ed11,608d286e28b7269738c3ed0a,Nothing lasts.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Your sister doesn't like me.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,"She doesn't know you. If it makes you feel any better, she didn't like me either when we were growing up."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,She doesn't need to be my friend but I am her queen. If she can't respect me-
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,How many today?
608d2a5d28b7269738c3ed2a,608d286e28b7269738c3ed0a,Only eighteen goats and eleven sheep.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,What's the matter?
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,The dragons are barely eating.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,What's wrong with them?
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,They don't like the North.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Go on.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,I don't know how to ride a dragon.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Nobody does. Until they ride a dragon.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,What if he doesn't want me to?
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,"Then I've enjoyed your company, Jon Snow."
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,What do I hold onto?
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Whatever you can.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,You've completely ruined horses for me.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,We could stay a thousand years-
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,No one would find us.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,We'd be pretty old.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,It's cold up here for a southern girl.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,So keep your queen warm.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Don't be afraid.
608d2a5d28b7269738c3ed1a,608d286e28b7269738c3ed0a,Gendry?
608d2a5d28b7269738c3ed1a,608d286e28b7269738c3ed0a,He's here.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,It isn't easy making a blade that big with dragonglass.
608d2a5d28b7269738c3ed2b,608d286e28b7269738c3ed0a,"You're saying you're good, is that it?"
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,I'm just saying it's a tricky material to-
608d2a5d28b7269738c3ed2b,608d286e28b7269738c3ed0a,You know who makes weapons for the wildlings? Cripples and cocksuckers. Which one are you?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Leave him be.
608d2a5d28b7269738c3ed2b,608d286e28b7269738c3ed0a,I heard you were here. You left me to die.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,First I robbed you.
608d2a5d28b7269738c3ed2b,608d286e28b7269738c3ed0a,"You're a cold little bitch, aren't you? Guess that's why you're still alive."
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,That was a nice ax you made for him. You've gotten better.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,"Yeah, thanks. So have you."
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,"I mean, you look good."
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Thanks. So do you.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,"It's not a bad place to grow up, if it wasn't so cold."
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,"Stay close to that forge, then."
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,"Is that a command, Lady Stark?"
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Don't call me that.
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,"As you wish, milady."
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Here's my wish.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Can you make it?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,What do you need something like this for?
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,Can you make it or not?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,You already have a sword. What's that?
608d2a5d28b7269738c3ed1b,608d286e28b7269738c3ed0a,It's Valyrian steel. I always knew you were just another rich girl.
608d2a5d28b7269738c3ed1d,608d286e28b7269738c3ed0a,You don't know any other rich girls.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,Come in.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,"Lord Glover wishes us good fortune, but he's staying in Deepwood Motte with his men."
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,"House Glover will stand behind House Stark as we have for a thousand years."" Isn't that what he said?"
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,"I will stand behind Jon Snow,"" he said."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,The King in the North.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,I told you we needed allies.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,You didn't tell me you were going to abandon your crown.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,"I never wanted a crown. All I wanted was to protect the North. I brought two armies home with me, two dragons."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,And a Targaryen queen.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,"Do you think we can beat the Army of the Dead without her? I fought them, Sansa. Twice. You want to worry about who holds what title, I'm telling you it doesn't matter. Without her, we don't stand a chance."
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Do you have any faith in me at all?
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,You know I do.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,She'll be a good queen. For all of us. She's not her father.
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,"No, she's much prettier."
608d2a5d28b7269738c3ed14,608d286e28b7269738c3ed0a,Did you bend the knee to save the North or because you love her?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,Oh!
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,So you're the man?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"Um. Which man am I, Your Grace?"
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,The one who saved Ser Jorah when no one else could.
608d2a5d28b7269738c3ed2d,608d286e28b7269738c3ed0a,"They could, they just wouldn't."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,I'll have to make some changes in the Citadel when I take my throne. A great service merits a great reward.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"Oh, it's my honor to serve you, Your Grace."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,"Well, there must be something I could give you."
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"If it's not too much trouble, I could use a pardon."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,For what crime?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"Um, I borrowed a few books from the Citadel."
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,And also a sword.
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,From the Citadel?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,From my family. It's been in House Tarly for generations.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"It wouldo ve been mine anyway, eventually, but my father had other ideas."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Not Randyll Tarly?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,You know him?
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,I offered to let him retain his lands and titles if he bent the knee. He refused.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"Well At least I'll be allowed home again, now that my brother's the lord."
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Your brother stood with your father.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"Hm. Thank you, Your Grace. For telling me. And m- may I?"
608d2a5d28b7269738c3ed15,608d286e28b7269738c3ed0a,Of course.
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,What are you doing out here?
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0a,"Waiting, for an old friend. It's time to tell Jon the truth."
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"No, no. You're his brother. Shouldn't you tell him?"
608d2a5d28b7269738c3ed13,608d286e28b7269738c3ed0a,I'm not his brother. He trusts you more than anyone. Now's the time.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Sam?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,"I'm sorry, I know I'm not supposed to be down here."
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,Were you hiding from me?
608d2a5d28b7269738c3ed2c,608d286e28b7269738c3ed0a,Of course not.
608d2a5d28b7269738c3ed12,608d286e28b7269738c3ed0a,What are you doing in Winterfell? Or did you read every book in the Citadel already?
